tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
146,02:50.1,05:16.2,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42308,Subscriber,1989,2
572,11:57.4,21:30.3,3640,Journal Square,40.73367,-74.0625,3280,Astor Place,40.7192822,-74.07126188,18568,Subscriber,1997,2
387,14:49.4,21:16.9,3640,Journal Square,40.73367,-74.0625,3194,McGinley Square,40.72533993,-74.06762213,44543,Subscriber,1960,1
188,45:06.4,48:14.4,3186,Grove St PATH,40.71958612,-74.04311746,3270,Jersey & 6th St,40.72528911,-74.04557168,43098,Subscriber,1998,1
594,17:17.0,27:11.9,3212,Christ Hospital,40.73478582,-74.05044364,3209,Brunswick St,40.7241765,-74.0506564,44723,Subscriber,1988,1
269,52:22.5,56:52.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44543,Customer,1969,0
4990,56:45.0,19:55.2,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45347,Customer,1996,2
4947,57:31.4,19:58.8,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44555,Customer,2000,1
213,51:25.2,54:58.9,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42230,Subscriber,1980,1
306,20:26.4,25:32.6,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,44937,Subscriber,1981,1
327,25:51.8,31:19.1,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,45764,Subscriber,1980,1
218,31:35.5,35:13.8,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,46537,Subscriber,1981,1
1357,40:25.9,03:03.0,3678,Fairmount Ave,40.72572614,-74.07195926,3639,Harborside,40.7192517,-74.034234,41724,Customer,1969,0
614,45:11.7,55:26.5,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,46290,Subscriber,1996,1
375,54:55.5,01:11.3,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,48742,Customer,1969,0
324,55:07.1,00:32.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42133,Subscriber,1987,1
239,57:03.0,01:03.0,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,14639,Subscriber,1983,2
329,01:54.9,07:24.8,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42492,Subscriber,1996,1
250,07:03.5,11:13.8,3206,Hilltop,40.7311689,-74.0575736,3195,Sip Ave,40.7308971,-74.06391263,44400,Subscriber,1968,1
300,14:17.8,19:18.5,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42230,Subscriber,1980,1
373,14:57.0,21:11.0,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,42308,Subscriber,1985,2
784,15:43.4,28:47.8,3184,Paulus Hook,40.7141454,-74.0335519,3269,Brunswick & 6th,40.72601173,-74.05038893,42423,Subscriber,1990,1
134,15:49.6,18:04.6,3270,Jersey & 6th St,40.72528911,-74.04557168,3269,Brunswick & 6th,40.72601173,-74.05038893,44364,Subscriber,1964,1
162,16:45.8,19:28.1,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,28161,Subscriber,1970,1
516,18:04.9,26:41.0,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,42455,Subscriber,1969,1
231,19:03.1,22:55.0,3678,Fairmount Ave,40.72572614,-74.07195926,3280,Astor Place,40.7192822,-74.07126188,44414,Subscriber,1993,2
168,24:06.7,26:55.7,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42178,Subscriber,1986,1
326,25:33.8,31:00.7,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,34038,Subscriber,1981,1
366,30:48.6,36:55.5,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,17450,Subscriber,1999,1
168,32:33.4,35:21.5,3681,Grand St,40.71517768,-74.03768331,3275,Columbus Drive,40.7183552,-74.03891444,14598,Subscriber,1985,1
291,33:44.9,38:36.4,3187,Warren St,40.7211236,-74.03805095,3205,JC Medical Center,40.71653978,-74.04963791,45683,Subscriber,1990,1
313,33:46.3,38:59.5,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,27622,Customer,1969,0
1756,35:21.3,04:38.0,3677,Glenwood Ave,40.72755147,-74.07106072,3678,Fairmount Ave,40.72572614,-74.07195926,42147,Subscriber,1985,1
206,36:29.2,39:56.1,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,27808,Customer,2000,1
257,43:58.8,48:15.9,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,31092,Subscriber,1967,1
474,57:11.3,05:06.1,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,29718,Subscriber,1989,1
194,57:28.5,00:43.3,3212,Christ Hospital,40.73478582,-74.05044364,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,44388,Subscriber,1982,1
343,58:27.6,04:11.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3187,Warren St,40.7211236,-74.03805095,38978,Subscriber,1991,1
288,59:25.6,04:14.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42423,Subscriber,1980,1
364,07:00.6,13:05.0,3276,Marin Light Rail,40.71458404,-74.04281706,3638,Washington St,40.7242941,-74.0354826,42117,Subscriber,1989,1
266,09:53.0,14:19.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,42788,Subscriber,1984,2
400,12:57.3,19:37.9,3268,Lafayette Park,40.71346383,-74.06285852,3276,Marin Light Rail,40.71458404,-74.04281706,46541,Subscriber,1990,1
960,16:41.7,32:42.0,3267,Morris Canal,40.71241882,-74.03852552,3677,Glenwood Ave,40.72755147,-74.07106072,48916,Subscriber,1996,2
427,18:40.5,25:47.7,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,29376,Subscriber,1979,1
460,19:14.8,26:54.9,3209,Brunswick St,40.7241765,-74.0506564,3199,Newport Pkwy,40.7287448,-74.0321082,44911,Subscriber,1987,2
233,20:28.1,24:22.0,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,39160,Subscriber,1986,1
193,20:45.2,23:58.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42601,Subscriber,1967,1
308,20:54.5,26:02.9,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,45341,Subscriber,1970,2
264,23:46.3,28:10.9,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45233,Subscriber,1963,1
146,30:56.9,33:23.7,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,45683,Subscriber,1992,1
108,31:56.2,33:44.3,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,34038,Subscriber,1995,2
405,36:30.1,43:16.1,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42308,Subscriber,1985,2
1158,36:37.2,55:55.8,3677,Glenwood Ave,40.72755147,-74.07106072,3276,Marin Light Rail,40.71458404,-74.04281706,48916,Subscriber,1980,1
839,37:54.3,51:54.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44364,Subscriber,1990,1
429,39:17.9,46:27.7,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,46537,Subscriber,1988,1
195,45:02.2,48:17.6,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42150,Subscriber,1991,2
433,46:50.5,54:03.8,3279,Dixon Mills,40.72163014,-74.04996783,3481,York St,40.71649,-74.04105,42361,Subscriber,1987,1
859,47:15.7,01:34.8,3678,Fairmount Ave,40.72572614,-74.07195926,3677,Glenwood Ave,40.72755147,-74.07106072,42147,Subscriber,1966,1
1350,48:19.6,10:50.0,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,45274,Customer,1988,1
409,49:53.6,56:42.8,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,44895,Subscriber,1995,2
282,51:47.4,56:30.3,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,44212,Subscriber,1989,1
227,53:34.9,57:22.5,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42150,Subscriber,1991,2
486,54:17.3,02:23.5,3638,Washington St,40.7242941,-74.0354826,3639,Harborside,40.7192517,-74.034234,42596,Subscriber,1992,1
247,54:21.0,58:28.6,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,42455,Subscriber,1989,1
865,54:51.9,09:17.4,3267,Morris Canal,40.71241882,-74.03852552,3225,Baldwin at Montgomery,40.7236589,-74.0641943,30360,Subscriber,2003,1
712,55:26.6,07:19.1,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,48739,Subscriber,1970,1
224,55:30.9,59:15.1,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,42456,Subscriber,1966,1
476,56:02.8,03:58.9,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,44690,Subscriber,1991,2
260,56:04.7,00:24.9,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,40637,Subscriber,1989,1
938,58:05.0,13:43.6,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,45352,Subscriber,1975,1
941,58:21.9,14:03.4,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,44969,Customer,1969,0
410,00:16.4,07:07.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,46530,Subscriber,1969,1
518,02:54.3,11:32.5,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,44911,Subscriber,1992,1
537,06:03.7,15:01.3,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,40124,Subscriber,1991,2
410,06:11.6,13:01.9,3279,Dixon Mills,40.72163014,-74.04996783,3184,Paulus Hook,40.7141454,-74.0335519,42250,Subscriber,1984,2
429,07:21.8,14:30.9,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,44603,Subscriber,1991,1
236,08:02.2,11:58.6,3273,Manila & 1st,40.72165072,-74.04288411,3276,Marin Light Rail,40.71458404,-74.04281706,43798,Subscriber,1977,1
387,08:15.3,14:42.5,3187,Warren St,40.7211236,-74.03805095,3203,Hamilton Park,40.72759597,-74.04424731,38978,Subscriber,1996,2
305,09:07.4,14:12.5,3280,Astor Place,40.7192822,-74.07126188,3678,Fairmount Ave,40.72572614,-74.07195926,42255,Subscriber,1993,2
449,09:28.5,16:58.3,3195,Sip Ave,40.7308971,-74.06391263,3206,Hilltop,40.7311689,-74.0575736,44400,Subscriber,1968,1
17454,10:54.5,01:49.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3278,Monmouth and 6th,40.72568548,-74.04879034,18851,Subscriber,1975,2
170,14:15.6,17:06.5,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45274,Subscriber,1982,1
337,14:30.4,20:08.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,44555,Subscriber,1978,2
337,15:13.7,20:50.7,3187,Warren St,40.7211236,-74.03805095,3278,Monmouth and 6th,40.72568548,-74.04879034,47054,Subscriber,1991,1
949,19:06.9,34:56.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,26443,Subscriber,1982,1
635,20:19.6,30:54.9,3187,Warren St,40.7211236,-74.03805095,3194,McGinley Square,40.72533993,-74.06762213,26719,Subscriber,1984,1
171,27:10.5,30:01.5,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,42305,Subscriber,1983,1
94,30:59.0,32:33.9,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42596,Subscriber,1974,2
426,33:17.1,40:24.0,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,45363,Customer,1969,0
640,39:51.1,50:31.9,3199,Newport Pkwy,40.7287448,-74.0321082,3267,Morris Canal,40.71241882,-74.03852552,42308,Subscriber,1991,2
279,41:17.7,45:56.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346383,-74.06285852,48930,Subscriber,1991,1
182,42:31.5,45:33.6,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,48910,Subscriber,1967,2
316,42:43.7,48:00.4,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42417,Subscriber,1995,1
599,44:05.8,54:04.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,43568,Subscriber,1972,1
160,44:07.8,46:48.4,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,45355,Subscriber,1989,1
465,44:58.2,52:44.1,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,45198,Customer,1998,1
416,48:19.6,55:15.7,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.0337589,42411,Subscriber,1990,1
393,48:59.5,55:33.4,3210,Pershing Field,40.74267714,-74.05178863,3640,Journal Square,40.73367,-74.0625,42380,Subscriber,1990,1
1173,51:07.1,10:40.9,3193,Lincoln Park,40.7246051,-74.07840595,3481,York St,40.71649,-74.04105,45350,Subscriber,1991,1
624,52:45.0,03:09.4,3273,Manila & 1st,40.72165072,-74.04288411,3184,Paulus Hook,40.7141454,-74.0335519,43244,Subscriber,1983,1
152,54:07.6,56:40.4,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,42614,Subscriber,1989,1
425,56:31.6,03:36.7,3269,Brunswick & 6th,40.72601173,-74.05038893,3202,Newport PATH,40.7272235,-74.0337589,48924,Subscriber,1979,1
650,57:56.0,08:46.3,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,44762,Subscriber,1962,2
838,58:05.0,12:03.4,3202,Newport PATH,40.7272235,-74.0337589,3185,City Hall,40.7177325,-74.043845,45363,Customer,1969,0
556,58:08.7,07:25.5,3199,Newport Pkwy,40.7287448,-74.0321082,3209,Brunswick St,40.7241765,-74.0506564,27945,Subscriber,1987,2
608,59:14.0,09:22.9,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,42492,Subscriber,1962,1
3900,03:48.4,08:49.3,3203,Hamilton Park,40.72759597,-74.04424731,3270,Jersey & 6th St,40.72528911,-74.04557168,40517,Subscriber,1988,1
174,06:19.1,09:13.6,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,45355,Subscriber,1984,1
200,07:24.0,10:44.7,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,39920,Subscriber,1981,1
361,08:24.3,14:25.4,3211,Newark Ave,40.72152515,-74.04630454,3681,Grand St,40.71517768,-74.03768331,44671,Subscriber,1975,1
632,09:10.4,19:43.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3184,Paulus Hook,40.7141454,-74.0335519,43098,Subscriber,1963,1
360,10:11.8,16:12.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42255,Subscriber,1988,1
2655,10:20.9,54:36.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3206,Hilltop,40.7311689,-74.0575736,45355,Subscriber,1984,1
305,11:16.9,16:21.9,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42535,Customer,1969,0
773,12:33.8,25:27.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,30360,Subscriber,1982,2
144,13:25.8,15:50.7,3211,Newark Ave,40.72152515,-74.04630454,3269,Brunswick & 6th,40.72601173,-74.05038893,42371,Subscriber,1989,1
942,13:34.3,29:16.5,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,47252,Customer,1969,0
315,13:57.6,19:13.3,3273,Manila & 1st,40.72165072,-74.04288411,3279,Dixon Mills,40.72163014,-74.04996783,42014,Subscriber,1987,1
258,14:27.4,18:45.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,46190,Subscriber,1984,2
393,15:10.9,21:44.9,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42147,Subscriber,1996,1
1441,21:25.4,45:27.3,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,42494,Customer,1969,0
488,22:18.7,30:27.2,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,44664,Subscriber,1991,1
346,22:49.7,28:35.7,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,46473,Subscriber,1991,2
2463,24:19.3,05:23.0,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42195,Customer,1969,0
133,27:35.9,29:49.4,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,48910,Subscriber,1992,1
193,31:50.7,35:03.7,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,31659,Subscriber,1987,2
410,33:20.6,40:10.6,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,38449,Customer,1969,0
423,35:58.5,43:02.2,3205,JC Medical Center,40.71653978,-74.04963791,3270,Jersey & 6th St,40.72528911,-74.04557168,45256,Subscriber,1977,2
849,36:39.9,50:49.0,3210,Pershing Field,40.74267714,-74.05178863,3679,Bergen Ave,40.72210379,-74.071455,35285,Subscriber,1975,1
271,39:43.4,44:15.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,26719,Subscriber,1960,1
574,45:33.5,55:08.0,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,18754,Subscriber,1964,1
594,46:02.1,55:57.0,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,42494,Customer,1969,0
201,47:39.9,51:01.2,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42219,Subscriber,1994,1
204,49:16.7,52:41.4,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,44937,Subscriber,1991,1
596,50:16.6,00:13.1,3191,Union St,40.7182113,-74.0836394,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42422,Subscriber,1988,1
446,51:09.7,58:36.0,3638,Washington St,40.7242941,-74.0354826,3269,Brunswick & 6th,40.72601173,-74.05038893,46382,Subscriber,1989,2
334,54:52.0,00:26.9,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,40637,Subscriber,1961,1
2657,55:19.9,39:37.6,3267,Morris Canal,40.71241882,-74.03852552,3185,City Hall,40.7177325,-74.043845,44555,Subscriber,1977,1
184,57:20.0,00:24.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,40975,Subscriber,1987,2
212,58:16.0,01:48.2,3220,5 Corners Library,40.73496102,-74.05950308,3201,Dey St,40.737711,-74.066921,42542,Subscriber,1976,1
288,58:40.3,03:28.3,3212,Christ Hospital,40.73478582,-74.05044364,3640,Journal Square,40.73367,-74.0625,43090,Subscriber,1963,2
251,59:10.4,03:22.2,3205,JC Medical Center,40.71653978,-74.04963791,3272,Jersey & 3rd,40.72333159,-74.04595256,45543,Subscriber,1967,2
976,04:42.1,20:58.4,3206,Hilltop,40.7311689,-74.0575736,3199,Newport Pkwy,40.7287448,-74.0321082,48929,Subscriber,1973,1
312,06:17.9,11:29.9,3280,Astor Place,40.7192822,-74.07126188,3193,Lincoln Park,40.7246051,-74.07840595,46340,Subscriber,1960,1
2648,09:56.6,54:05.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,47252,Customer,1969,0
349,11:03.6,16:53.5,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,48932,Subscriber,1977,1
2574,11:11.3,54:05.9,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,26989,Customer,1969,0
161,12:38.8,15:20.3,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42150,Subscriber,1991,2
1324,12:49.4,34:53.9,3638,Washington St,40.7242941,-74.0354826,3281,Leonard Gordon Park,40.74590997,-74.05727148,46529,Subscriber,1987,1
103,15:32.7,17:15.8,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,18401,Subscriber,1963,1
436,15:39.2,22:55.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,42323,Subscriber,1975,2
1231,19:56.8,40:28.5,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42494,Subscriber,1981,1
968,25:48.6,41:56.8,3194,McGinley Square,40.72533993,-74.06762213,3203,Hamilton Park,40.72759597,-74.04424731,42206,Subscriber,1959,1
219,31:31.7,35:11.1,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42150,Subscriber,1991,2
161,35:08.2,37:49.2,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,42411,Subscriber,1992,1
224,35:24.3,39:08.5,3211,Newark Ave,40.72152515,-74.04630454,3187,Warren St,40.7211236,-74.03805095,46473,Subscriber,1991,2
189,35:43.5,38:52.6,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,45341,Subscriber,1995,1
261,37:20.6,41:41.8,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,38460,Subscriber,1989,1
1171,38:25.9,57:57.5,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,42147,Subscriber,1986,1
926,39:02.3,54:29.0,3199,Newport Pkwy,40.7287448,-74.0321082,3206,Hilltop,40.7311689,-74.0575736,48929,Subscriber,1973,1
264,40:43.3,45:07.7,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,44385,Subscriber,1970,1
876,40:53.3,55:30.0,3679,Bergen Ave,40.72210379,-74.071455,3210,Pershing Field,40.74267714,-74.05178863,48740,Subscriber,1975,1
1697,42:34.3,10:51.5,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42206,Subscriber,1959,1
321,43:17.8,48:39.3,3195,Sip Ave,40.7308971,-74.06391263,3677,Glenwood Ave,40.72755147,-74.07106072,48742,Subscriber,1989,2
79,44:36.4,45:56.4,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,19720,Subscriber,1996,1
2587,47:44.1,30:51.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,39283,Subscriber,1971,2
174,48:16.6,51:11.2,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,44229,Subscriber,1973,1
518,49:53.2,58:31.6,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,40975,Subscriber,1994,1
285,50:21.0,55:06.2,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42308,Subscriber,1987,1
248,50:37.8,54:46.6,3276,Marin Light Rail,40.71458404,-74.04281706,3205,JC Medical Center,40.71653978,-74.04963791,44385,Subscriber,1970,1
555,51:47.7,01:03.5,3281,Leonard Gordon Park,40.74590997,-74.05727148,3195,Sip Ave,40.7308971,-74.06391263,46529,Subscriber,1992,1
439,55:12.3,02:31.8,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,44388,Subscriber,1995,1
2051,55:29.7,29:40.8,3481,York St,40.71649,-74.04105,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42361,Customer,1969,0
311,56:39.1,01:50.9,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,30630,Subscriber,1980,1
94,56:52.1,58:26.3,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,45278,Subscriber,1996,1
185,59:39.3,02:44.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,33911,Subscriber,1996,1
468,02:12.4,10:01.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3638,Washington St,40.7242941,-74.0354826,46382,Subscriber,1989,2
446,02:39.6,10:06.1,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42625,Subscriber,1982,2
179,03:32.7,06:31.9,3640,Journal Square,40.73367,-74.0625,3206,Hilltop,40.7311689,-74.0575736,43090,Subscriber,1981,1
425,06:10.9,13:16.1,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,41811,Subscriber,1953,2
227,06:27.0,10:14.9,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42438,Customer,1969,0
877,07:47.7,22:25.0,3279,Dixon Mills,40.72163014,-74.04996783,3199,Newport Pkwy,40.7287448,-74.0321082,47108,Subscriber,1983,2
496,09:12.6,17:28.9,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,44424,Subscriber,1990,2
1310,11:20.8,33:11.7,3203,Hamilton Park,40.72759597,-74.04424731,3677,Glenwood Ave,40.72755147,-74.07106072,42206,Subscriber,1959,1
