tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,month,year
2404,14:17.1,54:21.4,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,45233,Customer,1969,0,10,2020
1797,27:05.4,57:02.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3192,Liberty Light Rail,40.7112423,-74.0557013,45348,Subscriber,1996,1,10,2020
1299,35:19.2,56:58.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42578,Subscriber,1992,2,10,2020
861,39:54.4,54:15.4,3267,Morris Canal,40.71241882,-74.03852552,3638,Washington St,40.7242941,-74.0354826,43206,Subscriber,1969,0,10,2020
649,45:14.2,56:03.3,3206,Hilltop,40.7311689,-74.0575736,3187,Warren St,40.7211236,-74.03805095,42286,Customer,1969,0,10,2020
325,57:21.6,02:47.5,3205,JC Medical Center,40.71653978,-74.04963791,3267,Morris Canal,40.71241882,-74.03852552,47255,Subscriber,1991,1,10,2020
720,18:08.5,30:09.5,3206,Hilltop,40.7311689,-74.0575736,3198,Heights Elevator,40.74871595,-74.0404433,26443,Subscriber,1997,1,10,2020
252,40:10.1,44:22.6,3679,Bergen Ave,40.72210379,-74.071455,3193,Lincoln Park,40.7246051,-74.07840595,39372,Subscriber,1994,2,10,2020
1126,48:04.5,06:50.5,3270,Jersey & 6th St,40.72528911,-74.04557168,3203,Hamilton Park,40.72759597,-74.04424731,44543,Customer,1969,0,10,2020
313,10:34.7,15:48.6,3186,Grove St PATH,40.71958612,-74.04311746,3269,Brunswick & 6th,40.72601173,-74.05038893,45366,Subscriber,1981,1,10,2020
368,41:13.8,47:22.3,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.7308971,-74.06391263,44403,Subscriber,1963,2,10,2020
1457,50:49.5,15:07.4,3694,Jackson Square,40.71113,-74.0789,3186,Grove St PATH,40.71958612,-74.04311746,43090,Customer,1990,1,10,2020
395,06:32.2,13:07.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,44394,Subscriber,1977,1,10,2020
1372,16:44.8,39:37.1,3186,Grove St PATH,40.71958612,-74.04311746,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,43090,Customer,1990,1,10,2020
587,19:35.2,29:23.1,3678,Fairmount Ave,40.72572614,-74.07195926,3186,Grove St PATH,40.71958612,-74.04311746,46609,Subscriber,1996,1,10,2020
331,25:20.0,30:51.4,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,43558,Subscriber,1973,1,10,2020
701,41:48.3,53:29.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3694,Jackson Square,40.71113,-74.0789,43090,Customer,1990,1,10,2020
520,02:48.6,11:29.1,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,46539,Customer,1969,0,10,2020
1684,05:55.7,34:00.3,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,42177,Subscriber,1966,1,10,2020
534,07:29.1,16:23.8,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,40790,Customer,1969,0,10,2020
189,19:43.0,22:52.5,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,42545,Customer,1969,0,10,2020
357,22:17.8,28:15.0,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.7183552,-74.03891444,44336,Subscriber,1980,1,10,2020
5012,34:28.9,58:00.9,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42177,Subscriber,1966,1,10,2020
514,35:59.9,44:34.0,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3186,Grove St PATH,40.71958612,-74.04311746,39591,Subscriber,1980,1,10,2020
238,47:05.3,51:03.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,39442,Subscriber,1981,1,10,2020
202,47:18.5,50:41.4,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,42205,Subscriber,1991,2,10,2020
206,58:07.8,01:33.9,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,45656,Subscriber,1989,1,10,2020
228,01:39.2,05:27.7,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,47239,Subscriber,1968,1,10,2020
71,13:35.6,14:47.5,3214,Essex Light Rail,40.7127742,-74.0364857,3184,Paulus Hook,40.7141454,-74.0335519,44366,Subscriber,1973,1,10,2020
832,15:11.0,29:03.5,3694,Jackson Square,40.71113,-74.0789,3184,Paulus Hook,40.7141454,-74.0335519,46541,Subscriber,1977,1,10,2020
247,20:46.5,24:54.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42316,Subscriber,1989,1,10,2020
427,23:21.7,30:29.3,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,25471,Subscriber,1996,1,10,2020
129,23:33.1,25:42.4,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,47257,Subscriber,1970,1,10,2020
307,36:51.8,41:59.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,42419,Subscriber,1990,2,10,2020
1281,36:57.3,58:18.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3638,Washington St,40.7242941,-74.0354826,42372,Subscriber,1992,1,10,2020
237,41:59.7,45:57.2,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,30680,Subscriber,1967,1,10,2020
119,42:07.1,44:07.0,3267,Morris Canal,40.71241882,-74.03852552,3214,Essex Light Rail,40.7127742,-74.0364857,42610,Subscriber,1959,1,10,2020
528,43:23.4,52:11.8,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,45232,Subscriber,1985,2,10,2020
420,44:51.3,51:51.7,3213,Van Vorst Park,40.71848892,-74.04772663,3184,Paulus Hook,40.7141454,-74.0335519,44968,Subscriber,1965,1,10,2020
2750,44:54.9,30:45.6,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42417,Subscriber,1959,1,10,2020
472,46:53.3,54:45.7,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,42157,Subscriber,1985,2,10,2020
239,47:17.0,51:16.6,3678,Fairmount Ave,40.72572614,-74.07195926,3280,Astor Place,40.7192822,-74.07126188,42363,Subscriber,1993,2,10,2020
423,48:06.8,55:10.2,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,44398,Subscriber,1990,2,10,2020
385,49:03.4,55:28.5,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,44345,Subscriber,1991,2,10,2020
419,49:21.4,56:20.9,3279,Dixon Mills,40.72163014,-74.04996783,3184,Paulus Hook,40.7141454,-74.0335519,42174,Subscriber,1984,2,10,2020
298,49:45.5,54:43.6,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,45256,Subscriber,1993,1,10,2020
359,50:13.7,56:13.2,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,42586,Subscriber,1986,1,10,2020
285,50:33.2,55:18.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,42128,Subscriber,1956,1,10,2020
272,50:35.8,55:08.7,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,42419,Subscriber,1991,1,10,2020
587,52:04.1,01:51.5,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,47225,Subscriber,1980,1,10,2020
5402,52:39.8,22:41.9,3280,Astor Place,40.7192822,-74.07126188,3280,Astor Place,40.7192822,-74.07126188,42195,Customer,1969,0,10,2020
329,53:14.1,58:44.1,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42525,Subscriber,1982,1,10,2020
209,57:17.9,00:47.8,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,44285,Customer,1992,1,10,2020
403,58:00.8,04:44.7,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,45262,Subscriber,1991,2,10,2020
666,58:31.1,09:37.7,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,42177,Subscriber,1966,1,10,2020
505,01:46.8,10:12.3,3209,Brunswick St,40.7241765,-74.0506564,3268,Lafayette Park,40.71346383,-74.06285852,44920,Subscriber,1987,2,10,2020
821,03:19.2,17:01.2,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,42586,Subscriber,1986,1,10,2020
797,03:37.4,16:54.8,3212,Christ Hospital,40.73478582,-74.05044364,3276,Marin Light Rail,40.71458404,-74.04281706,18851,Subscriber,1984,2,10,2020
1671,06:47.7,34:39.4,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,27655,Customer,1991,1,10,2020
1669,06:48.8,34:38.6,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,16782,Customer,1993,2,10,2020
916,07:19.4,22:36.2,3203,Hamilton Park,40.72759597,-74.04424731,3194,McGinley Square,40.72533993,-74.06762213,45550,Customer,1969,0,10,2020
2391,09:28.0,49:19.1,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42379,Subscriber,1986,1,10,2020
211,10:03.1,13:34.8,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,30491,Subscriber,1989,1,10,2020
292,10:11.6,15:04.0,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,44543,Subscriber,1970,2,10,2020
222,10:13.4,13:55.9,3276,Marin Light Rail,40.71458404,-74.04281706,3205,JC Medical Center,40.71653978,-74.04963791,42213,Subscriber,1990,1,10,2020
96,10:26.4,12:03.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3184,Paulus Hook,40.7141454,-74.0335519,30680,Subscriber,1985,1,10,2020
2658,12:03.4,56:22.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3269,Brunswick & 6th,40.72601173,-74.05038893,42280,Subscriber,1992,1,10,2020
195,12:16.3,15:31.4,3184,Paulus Hook,40.7141454,-74.0335519,3481,York St,40.71649,-74.04105,30680,Subscriber,1985,1,10,2020
2166,14:52.0,50:58.7,3211,Newark Ave,40.72152515,-74.04630454,3213,Van Vorst Park,40.71848892,-74.04772663,44327,Subscriber,1989,1,10,2020
359,16:27.9,22:27.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,42492,Subscriber,1980,1,10,2020
368,16:46.5,22:54.9,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,44414,Subscriber,1971,2,10,2020
678,17:50.3,29:08.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3481,York St,40.71649,-74.04105,42368,Customer,1990,2,10,2020
429,17:54.5,25:04.0,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,42311,Subscriber,1983,1,10,2020
184,18:49.3,21:53.8,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,42200,Subscriber,1989,1,10,2020
535,19:36.8,28:32.3,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,47257,Customer,1990,1,10,2020
1141,20:54.3,39:55.5,3213,Van Vorst Park,40.71848892,-74.04772663,3198,Heights Elevator,40.74871595,-74.0404433,44969,Subscriber,1964,2,10,2020
798,21:48.8,35:07.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3202,Newport PATH,40.7272235,-74.0337589,45919,Subscriber,1993,1,10,2020
490,21:49.0,29:59.9,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,44394,Customer,1989,1,10,2020
1218,21:51.3,42:09.6,3677,Glenwood Ave,40.72755147,-74.07106072,3275,Columbus Drive,40.7183552,-74.03891444,44425,Subscriber,1980,1,10,2020
142,25:36.9,27:59.0,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,45280,Subscriber,1990,1,10,2020
1640,28:22.8,55:43.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,46536,Subscriber,1992,2,10,2020
600,30:48.5,40:48.8,3203,Hamilton Park,40.72759597,-74.04424731,3276,Marin Light Rail,40.71458404,-74.04281706,47238,Customer,1991,2,10,2020
2327,32:10.0,10:57.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42417,Subscriber,1959,1,10,2020
1059,34:31.2,52:10.7,3193,Lincoln Park,40.7246051,-74.07840595,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,39372,Subscriber,1991,2,10,2020
3176,35:23.3,28:19.7,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.7112423,-74.0557013,42455,Subscriber,1962,1,10,2020
3177,35:26.1,28:23.7,3268,Lafayette Park,40.71346383,-74.06285852,3192,Liberty Light Rail,40.7112423,-74.0557013,42538,Subscriber,1966,2,10,2020
2921,37:00.3,25:42.2,3677,Glenwood Ave,40.72755147,-74.07106072,3678,Fairmount Ave,40.72572614,-74.07195926,44341,Customer,1993,1,10,2020
679,37:01.8,48:21.2,3267,Morris Canal,40.71241882,-74.03852552,3203,Hamilton Park,40.72759597,-74.04424731,38358,Subscriber,1990,1,10,2020
2494,38:08.6,19:43.2,3201,Dey St,40.737711,-74.066921,3201,Dey St,40.737711,-74.066921,42465,Subscriber,1980,1,10,2020
725,38:23.4,50:28.8,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3186,Grove St PATH,40.71958612,-74.04311746,45281,Subscriber,1984,1,10,2020
665,39:37.9,50:43.0,3198,Heights Elevator,40.74871595,-74.0404433,3195,Sip Ave,40.7308971,-74.06391263,44322,Subscriber,1984,1,10,2020
430,40:36.2,47:46.3,3213,Van Vorst Park,40.71848892,-74.04772663,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,40318,Customer,1969,0,10,2020
100,43:09.8,44:49.9,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,45231,Subscriber,1990,1,10,2020
353,43:22.1,49:15.9,3679,Bergen Ave,40.72210379,-74.071455,3694,Jackson Square,40.71113,-74.0789,44664,Subscriber,1984,1,10,2020
843,43:26.1,57:30.0,3195,Sip Ave,40.7308971,-74.06391263,3269,Brunswick & 6th,40.72601173,-74.05038893,45256,Subscriber,1988,1,10,2020
427,44:02.6,51:10.4,3199,Newport Pkwy,40.7287448,-74.0321082,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44358,Subscriber,1992,1,10,2020
733,45:13.4,57:27.0,3206,Hilltop,40.7311689,-74.0575736,3184,Paulus Hook,40.7141454,-74.0335519,42194,Subscriber,1976,0,10,2020
186,46:02.2,49:09.1,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,43558,Customer,1989,1,10,2020
958,48:10.9,04:09.8,3267,Morris Canal,40.71241882,-74.03852552,3225,Baldwin at Montgomery,40.7236589,-74.0641943,34217,Subscriber,2003,1,10,2020
356,48:59.4,54:55.7,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,44425,Subscriber,1980,1,10,2020
887,50:23.4,05:10.5,3678,Fairmount Ave,40.72572614,-74.07195926,3677,Glenwood Ave,40.72755147,-74.07106072,43361,Subscriber,1966,1,10,2020
864,50:44.7,05:09.4,3202,Newport PATH,40.7272235,-74.0337589,3205,JC Medical Center,40.71653978,-74.04963791,44414,Subscriber,1993,1,10,2020
859,50:44.9,05:04.0,3202,Newport PATH,40.7272235,-74.0337589,3205,JC Medical Center,40.71653978,-74.04963791,45919,Subscriber,1969,0,10,2020
343,50:58.6,56:42.3,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,44316,Customer,1993,1,10,2020
580,53:05.5,02:45.6,3268,Lafayette Park,40.71346383,-74.06285852,3279,Dixon Mills,40.72163014,-74.04996783,42171,Customer,1969,0,10,2020
319,53:59.1,59:18.8,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,40907,Subscriber,1995,2,10,2020
674,53:59.3,05:13.6,3640,Journal Square,40.73367,-74.0625,3199,Newport Pkwy,40.7287448,-74.0321082,38530,Subscriber,1992,1,10,2020
409,54:19.6,01:09.4,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,45231,Subscriber,1982,2,10,2020
208,54:56.9,58:25.8,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,44576,Subscriber,1995,1,10,2020
714,59:05.5,11:00.0,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,44744,Subscriber,1975,1,10,2020
116,59:38.8,01:35.2,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42542,Subscriber,1995,2,10,2020
311,00:17.0,05:28.3,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,45232,Subscriber,1981,2,10,2020
1023,01:25.3,18:28.9,3206,Hilltop,40.7311689,-74.0575736,3639,Harborside,40.7192517,-74.034234,42580,Subscriber,1969,0,10,2020
861,03:12.3,17:33.8,3279,Dixon Mills,40.72163014,-74.04996783,3184,Paulus Hook,40.7141454,-74.0335519,42340,Subscriber,1986,2,10,2020
5344,03:29.5,32:33.8,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42319,Subscriber,1991,1,10,2020
5283,04:27.1,32:30.5,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42116,Subscriber,1988,1,10,2020
1971,06:04.7,38:55.9,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42361,Subscriber,1993,1,10,2020
1970,06:05.3,38:55.7,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,45919,Subscriber,1969,0,10,2020
612,06:26.3,16:38.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,40124,Subscriber,1969,1,10,2020
182,07:03.1,10:06.0,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42355,Subscriber,1996,2,10,2020
176,07:09.5,10:05.9,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,44687,Subscriber,1994,1,10,2020
968,08:33.4,24:41.7,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,42419,Subscriber,1985,2,10,2020
922,09:45.6,25:08.3,3677,Glenwood Ave,40.72755147,-74.07106072,3192,Liberty Light Rail,40.7112423,-74.0557013,42219,Subscriber,1996,2,10,2020
228,11:05.5,14:54.3,3275,Columbus Drive,40.7183552,-74.03891444,3184,Paulus Hook,40.7141454,-74.0335519,44718,Subscriber,1994,1,10,2020
2238,11:22.1,48:40.8,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,42585,Subscriber,1990,0,10,2020
420,11:27.8,18:28.5,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,46598,Subscriber,1968,1,10,2020
217,11:56.5,15:33.9,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,45550,Subscriber,1986,2,10,2020
418,11:57.5,18:55.9,3206,Hilltop,40.7311689,-74.0575736,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42242,Subscriber,1976,2,10,2020
243,12:36.5,16:40.2,3276,Marin Light Rail,40.71458404,-74.04281706,3213,Van Vorst Park,40.71848892,-74.04772663,41246,Subscriber,1965,1,10,2020
936,14:17.1,29:53.8,3202,Newport PATH,40.7272235,-74.0337589,3194,McGinley Square,40.72533993,-74.06762213,44744,Subscriber,1993,1,10,2020
792,15:33.6,28:45.9,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,38530,Subscriber,1990,1,10,2020
208,16:22.0,19:50.2,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,44968,Subscriber,1977,1,10,2020
3160,17:04.9,09:45.1,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,44967,Customer,1969,0,10,2020
2455,17:31.8,58:27.8,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,40174,Subscriber,1982,2,10,2020
259,18:48.4,23:07.6,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,46190,Subscriber,1956,1,10,2020
396,20:58.1,27:34.7,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42444,Subscriber,1990,2,10,2020
423,21:18.8,28:22.7,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,47252,Subscriber,1989,2,10,2020
390,21:49.4,28:19.9,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,42634,Customer,1969,0,10,2020
682,22:50.5,34:13.0,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,42580,Subscriber,1983,1,10,2020
298,24:07.4,29:06.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,33677,Subscriber,1984,1,10,2020
835,25:11.9,39:07.7,3281,Leonard Gordon Park,40.74590997,-74.05727148,3199,Newport Pkwy,40.7287448,-74.0321082,42346,Customer,2001,1,10,2020
426,26:20.0,33:26.0,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42527,Subscriber,1989,2,10,2020
361,27:00.1,33:01.8,3268,Lafayette Park,40.71346383,-74.06285852,3483,Montgomery St,40.71942,-74.05099,47254,Subscriber,1987,2,10,2020
441,30:16.9,37:38.3,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,44576,Subscriber,1985,2,10,2020
559,30:35.8,39:55.7,3185,City Hall,40.7177325,-74.043845,3202,Newport PATH,40.7272235,-74.0337589,44243,Subscriber,1965,1,10,2020
409,30:49.1,37:38.8,3202,Newport PATH,40.7272235,-74.0337589,3270,Jersey & 6th St,40.72528911,-74.04557168,27655,Subscriber,1986,1,10,2020
533,33:07.9,42:01.8,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,42610,Subscriber,1963,1,10,2020
464,33:10.9,40:55.6,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,44225,Subscriber,1985,1,10,2020
344,33:17.9,39:02.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3185,City Hall,40.7177325,-74.043845,45256,Subscriber,1985,1,10,2020
581,34:20.8,44:02.2,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,38530,Customer,1969,0,10,2020
514,35:48.3,44:22.8,3214,Essex Light Rail,40.7127742,-74.0364857,3185,City Hall,40.7177325,-74.043845,44319,Subscriber,1969,1,10,2020
192,35:58.1,39:10.1,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,41677,Customer,1969,0,10,2020
399,37:20.9,44:00.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,42259,Subscriber,1995,1,10,2020
