tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,month,year
2281,32:00.0,10:01.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3209,Brunswick St,40.7241765,-74.0506564,42193,Subscriber,1985,1,5,2020
370,33:38.5,39:48.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,42591,Subscriber,1988,1,5,2020
1789,34:15.5,04:04.9,3483,Montgomery St,40.71942,-74.05099,3213,Van Vorst Park,40.71848892,-74.04772663,42286,Customer,1992,1,5,2020
1783,34:19.3,04:03.0,3483,Montgomery St,40.71942,-74.05099,3213,Van Vorst Park,40.71848892,-74.04772663,42420,Customer,1996,2,5,2020
66,35:59.6,37:06.2,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42233,Subscriber,1983,1,5,2020
1231,36:26.6,56:58.4,3193,Lincoln Park,40.7246051,-74.07840595,3184,Paulus Hook,40.7141454,-74.0335519,42476,Customer,1982,1,5,2020
2113,38:23.5,13:36.6,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,42320,Customer,1984,2,5,2020
1889,38:25.0,09:54.7,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,42501,Customer,1983,1,5,2020
1710,38:47.6,07:17.9,3199,Newport Pkwy,40.7287448,-74.0321082,3276,Marin Light Rail,40.71458404,-74.04281706,42384,Subscriber,1990,2,5,2020
428,38:57.5,46:06.4,3187,Warren St,40.7211236,-74.03805095,3269,Brunswick & 6th,40.72601173,-74.05038893,42585,Subscriber,1970,1,5,2020
1867,39:03.5,10:11.4,3270,Jersey & 6th St,40.72528911,-74.04557168,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42623,Subscriber,1963,1,5,2020
658,40:17.4,51:16.1,3205,JC Medical Center,40.71653978,-74.04963791,3184,Paulus Hook,40.7141454,-74.0335519,42584,Subscriber,1984,2,5,2020
1784,40:28.7,10:13.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42534,Subscriber,1962,2,5,2020
4025,41:08.3,48:13.4,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42412,Customer,1998,1,5,2020
1666,44:50.5,12:36.9,3203,Hamilton Park,40.72759597,-74.04424731,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42574,Customer,1969,0,5,2020
