tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,month,year
192,45:14.5,48:27.4,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,41696,Customer,1996,1,11,2020
286,50:02.5,54:49.5,3276,Marin Light Rail,40.71458404,-74.04281706,3211,Newark Ave,40.72152515,-74.04630454,44425,Subscriber,1978,1,11,2020
491,51:20.9,59:32.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,26469,Subscriber,1966,1,11,2020
1434,03:57.0,27:51.7,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,42314,Customer,1990,1,11,2020
599,20:44.0,30:43.7,3214,Essex Light Rail,40.7127742,-74.0364857,3203,Hamilton Park,40.72759597,-74.04424731,15769,Subscriber,1990,1,11,2020
3864,33:19.8,37:44.6,3193,Lincoln Park,40.7246051,-74.07840595,3225,Baldwin at Montgomery,40.7236589,-74.0641943,44973,Subscriber,1989,2,11,2020
688,34:15.4,45:44.0,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,44380,Customer,1969,0,11,2020
207,56:45.8,00:13.2,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,44370,Subscriber,1984,2,11,2020
560,38:25.3,47:45.4,3273,Manila & 1st,40.72165072,-74.04288411,3268,Lafayette Park,40.71346383,-74.06285852,28012,Subscriber,1986,1,11,2020
1698,38:49.6,07:08.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3205,JC Medical Center,40.71653978,-74.04963791,42436,Subscriber,1989,2,11,2020
414,40:07.7,47:02.0,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,45919,Subscriber,1985,1,11,2020
621,44:30.4,54:52.3,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3275,Columbus Drive,40.7183552,-74.03891444,42303,Subscriber,1987,2,11,2020
297,45:37.4,50:34.8,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,41696,Subscriber,1988,1,11,2020
2159,57:17.5,33:16.6,3220,5 Corners Library,40.73496102,-74.05950308,3195,Sip Ave,40.7308971,-74.06391263,46536,Subscriber,1959,1,11,2020
384,03:51.7,10:16.0,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,44225,Subscriber,1980,1,11,2020
1438,09:16.0,33:14.6,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,26719,Subscriber,1993,2,11,2020
963,09:46.8,25:50.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3193,Lincoln Park,40.7246051,-74.07840595,47054,Customer,1969,0,11,2020
4392,09:58.5,23:10.5,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42436,Subscriber,1989,2,11,2020
2800,16:52.9,03:33.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,42574,Customer,1969,0,11,2020
192,16:54.7,20:06.9,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,42788,Subscriber,1974,1,11,2020
269,21:43.2,26:13.1,3187,Warren St,40.7211236,-74.03805095,3681,Grand St,40.71517768,-74.03768331,19976,Subscriber,1957,1,11,2020
2622,30:20.7,14:03.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42597,Subscriber,1971,2,11,2020
762,37:09.1,49:52.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42368,Subscriber,1973,1,11,2020
111,41:56.8,43:47.9,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,39160,Subscriber,1967,2,11,2020
1070,46:28.2,04:18.7,3678,Fairmount Ave,40.72572614,-74.07195926,3677,Glenwood Ave,40.72755147,-74.07106072,42363,Subscriber,1966,1,11,2020
336,47:24.1,53:00.3,3213,Van Vorst Park,40.71848892,-74.04772663,3187,Warren St,40.7211236,-74.03805095,44239,Subscriber,1964,2,11,2020
840,48:07.3,02:08.3,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,29376,Subscriber,1974,1,11,2020
511,48:20.3,56:51.5,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,44913,Subscriber,1991,2,11,2020
276,54:02.9,58:39.1,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,46536,Subscriber,1994,2,11,2020
117,01:40.3,03:37.9,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,44370,Subscriber,1983,1,11,2020
3846,03:44.9,07:51.0,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,44343,Customer,1988,2,11,2020
3831,04:00.3,07:51.5,3184,Paulus Hook,40.7141454,-74.0335519,3184,Paulus Hook,40.7141454,-74.0335519,47257,Customer,1976,1,11,2020
516,06:18.6,14:55.4,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,35285,Subscriber,1981,1,11,2020
273,06:21.2,10:54.6,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,44380,Subscriber,1979,2,11,2020
649,08:19.0,19:08.5,3220,5 Corners Library,40.73496102,-74.05950308,3279,Dixon Mills,40.72163014,-74.04996783,33808,Customer,1985,1,11,2020
1407,08:30.5,31:58.5,3267,Morris Canal,40.71241882,-74.03852552,3205,JC Medical Center,40.71653978,-74.04963791,45216,Subscriber,1959,1,11,2020
388,10:51.2,17:19.3,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,27403,Subscriber,1989,1,11,2020
224,12:00.3,15:45.0,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,44003,Customer,1969,0,11,2020
496,13:09.9,21:26.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3185,City Hall,40.7177325,-74.043845,41696,Subscriber,1977,1,11,2020
1867,16:57.1,48:04.5,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42591,Customer,1981,1,11,2020
169,17:40.2,20:29.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,45231,Subscriber,1996,1,11,2020
424,22:18.6,29:23.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,44492,Customer,1969,0,11,2020
193,22:56.2,26:09.5,3185,City Hall,40.7177325,-74.043845,3483,Montgomery St,40.71942,-74.05099,39160,Subscriber,1987,1,11,2020
649,23:32.1,34:21.7,3210,Pershing Field,40.74267714,-74.05178863,3211,Newark Ave,40.72152515,-74.04630454,41002,Subscriber,1997,0,11,2020
146,26:31.9,28:58.5,3211,Newark Ave,40.72152515,-74.04630454,3209,Brunswick St,40.7241765,-74.0506564,42623,Subscriber,1980,1,11,2020
1300,26:47.0,48:27.4,3199,Newport Pkwy,40.7287448,-74.0321082,3195,Sip Ave,40.7308971,-74.06391263,42526,Customer,1969,0,11,2020
506,28:40.8,37:07.2,3267,Morris Canal,40.71241882,-74.03852552,3273,Manila & 1st,40.72165072,-74.04288411,42552,Subscriber,1985,1,11,2020
733,30:56.3,43:09.4,3211,Newark Ave,40.72152515,-74.04630454,3268,Lafayette Park,40.71346383,-74.06285852,42352,Subscriber,1986,2,11,2020
266,31:32.4,35:59.0,3678,Fairmount Ave,40.72572614,-74.07195926,3280,Astor Place,40.7192822,-74.07126188,42316,Subscriber,1993,2,11,2020
2676,32:34.3,17:10.6,3205,JC Medical Center,40.71653978,-74.04963791,3267,Morris Canal,40.71241882,-74.03852552,45216,Subscriber,1959,1,11,2020
1760,36:16.0,05:36.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42580,Customer,1969,0,11,2020
1768,36:16.1,05:44.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42314,Customer,1969,0,11,2020
1475,37:09.5,01:44.7,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,35097,Subscriber,1995,1,11,2020
362,38:30.3,44:32.8,3267,Morris Canal,40.71241882,-74.03852552,3681,Grand St,40.71517768,-74.03768331,40124,Subscriber,1982,2,11,2020
721,41:11.2,53:12.7,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3638,Washington St,40.7242941,-74.0354826,40207,Customer,1969,0,11,2020
1253,42:49.0,03:42.2,3268,Lafayette Park,40.71346383,-74.06285852,3279,Dixon Mills,40.72163014,-74.04996783,42249,Subscriber,1989,1,11,2020
749,44:41.4,57:10.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3279,Dixon Mills,40.72163014,-74.04996783,42194,Subscriber,1992,2,11,2020
334,46:46.5,52:20.6,3681,Grand St,40.71517768,-74.03768331,3205,JC Medical Center,40.71653978,-74.04963791,44392,Subscriber,1982,2,11,2020
201,50:57.3,54:18.4,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,21314,Subscriber,1988,1,11,2020
173,51:21.1,54:14.2,3275,Columbus Drive,40.7183552,-74.03891444,3681,Grand St,40.71517768,-74.03768331,44767,Customer,1969,0,11,2020
350,52:30.0,58:20.9,3280,Astor Place,40.7192822,-74.07126188,3193,Lincoln Park,40.7246051,-74.07840595,46465,Subscriber,1960,1,11,2020
2137,53:40.4,29:18.2,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44392,Subscriber,1982,2,11,2020
1258,53:57.2,14:56.2,3276,Marin Light Rail,40.71458404,-74.04281706,3203,Hamilton Park,40.72759597,-74.04424731,43066,Subscriber,1979,1,11,2020
402,57:24.7,04:06.9,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,44556,Subscriber,1984,1,11,2020
1108,58:32.6,17:01.2,3195,Sip Ave,40.7308971,-74.06391263,3199,Newport Pkwy,40.7287448,-74.0321082,42526,Customer,1969,0,11,2020
1014,58:51.5,15:45.9,3638,Washington St,40.7242941,-74.0354826,3483,Montgomery St,40.71942,-74.05099,44336,Subscriber,1984,1,11,2020
997,59:02.8,15:40.7,3638,Washington St,40.7242941,-74.0354826,3483,Montgomery St,40.71942,-74.05099,42396,Subscriber,1988,2,11,2020
596,01:21.0,11:17.8,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,44239,Customer,1969,0,11,2020
1581,02:22.9,28:44.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3273,Manila & 1st,40.72165072,-74.04288411,44973,Customer,1990,1,11,2020
610,03:01.8,13:12.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3185,City Hall,40.7177325,-74.043845,42277,Subscriber,1973,1,11,2020
1504,05:14.8,30:18.9,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42546,Subscriber,1991,2,11,2020
576,05:19.5,14:56.1,3268,Lafayette Park,40.71346383,-74.06285852,3213,Van Vorst Park,40.71848892,-74.04772663,42352,Subscriber,1986,2,11,2020
2856,05:34.6,53:10.8,3211,Newark Ave,40.72152515,-74.04630454,3268,Lafayette Park,40.71346383,-74.06285852,44342,Customer,1994,2,11,2020
1440,06:13.3,30:14.2,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,40867,Customer,1988,1,11,2020
142,06:34.3,08:56.6,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42130,Subscriber,1989,2,11,2020
831,07:08.2,20:59.5,3195,Sip Ave,40.7308971,-74.06391263,3203,Hamilton Park,40.72759597,-74.04424731,44556,Subscriber,1975,1,11,2020
219,07:17.0,10:56.3,3203,Hamilton Park,40.72759597,-74.04424731,3272,Jersey & 3rd,40.72333159,-74.04595256,42308,Subscriber,1966,1,11,2020
703,08:55.5,20:39.4,3679,Bergen Ave,40.72210379,-74.071455,3679,Bergen Ave,40.72210379,-74.071455,42439,Subscriber,1993,1,11,2020
976,08:55.9,25:12.4,3678,Fairmount Ave,40.72572614,-74.07195926,3209,Brunswick St,40.7241765,-74.0506564,47029,Subscriber,1981,2,11,2020
3233,09:58.0,03:51.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3202,Newport PATH,40.7272235,-74.0337589,40174,Subscriber,1989,2,11,2020
239,10:40.4,14:39.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,35358,Subscriber,1981,1,11,2020
325,16:59.5,22:25.5,3213,Van Vorst Park,40.71848892,-74.04772663,3187,Warren St,40.7211236,-74.03805095,42593,Subscriber,1980,1,11,2020
1272,17:13.3,38:26.0,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,44737,Customer,1978,2,11,2020
1036,17:47.6,35:04.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3270,Jersey & 6th St,40.72528911,-74.04557168,42308,Subscriber,1966,1,11,2020
1160,18:34.1,37:54.5,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42141,Customer,1977,2,11,2020
373,20:39.0,26:52.0,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,41696,Subscriber,1982,1,11,2020
1222,23:19.6,43:42.3,3280,Astor Place,40.7192822,-74.07126188,3199,Newport Pkwy,40.7287448,-74.0321082,42285,Subscriber,1993,1,11,2020
1090,25:39.2,43:49.4,3280,Astor Place,40.7192822,-74.07126188,3199,Newport Pkwy,40.7287448,-74.0321082,43499,Customer,1969,0,11,2020
2011,25:49.7,59:21.4,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,45352,Subscriber,1991,1,11,2020
897,26:07.5,41:05.0,3210,Pershing Field,40.74267714,-74.05178863,3205,JC Medical Center,40.71653978,-74.04963791,42435,Subscriber,1995,1,11,2020
134,26:17.3,28:31.8,3209,Brunswick St,40.7241765,-74.0506564,3272,Jersey & 3rd,40.72333159,-74.04595256,44239,Subscriber,1991,2,11,2020
550,27:12.3,36:23.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,42314,Customer,1969,0,11,2020
547,27:18.3,36:25.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,42580,Customer,1969,0,11,2020
1800,29:07.6,59:08.3,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,42634,Subscriber,1986,2,11,2020
367,29:26.4,35:33.6,3279,Dixon Mills,40.72163014,-74.04996783,3209,Brunswick St,40.7241765,-74.0506564,43572,Subscriber,1987,1,11,2020
1154,29:39.5,48:54.3,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42591,Subscriber,1956,1,11,2020
871,30:24.3,44:55.4,3185,City Hall,40.7177325,-74.043845,3280,Astor Place,40.7192822,-74.07126188,45150,Subscriber,1977,1,11,2020
1096,31:46.6,50:02.6,3205,JC Medical Center,40.71653978,-74.04963791,3267,Morris Canal,40.71241882,-74.03852552,44392,Subscriber,1982,2,11,2020
339,32:04.3,37:43.7,3273,Manila & 1st,40.72165072,-74.04288411,3483,Montgomery St,40.71942,-74.05099,42528,Subscriber,1964,2,11,2020
1122,32:37.1,51:19.9,3195,Sip Ave,40.7308971,-74.06391263,3198,Heights Elevator,40.74871595,-74.0404433,35358,Subscriber,1991,1,11,2020
9162,33:26.2,06:08.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,27485,Customer,1995,2,11,2020
1542,35:23.4,01:06.3,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,42133,Subscriber,1962,1,11,2020
195,36:03.4,39:18.9,3272,Jersey & 3rd,40.72333159,-74.04595256,3209,Brunswick St,40.7241765,-74.0506564,44418,Subscriber,1991,2,11,2020
2080,37:05.8,11:46.4,3694,Jackson Square,40.71113,-74.0789,3205,JC Medical Center,40.71653978,-74.04963791,31659,Subscriber,1992,1,11,2020
112,37:11.0,39:03.1,3211,Newark Ave,40.72152515,-74.04630454,3270,Jersey & 6th St,40.72528911,-74.04557168,41002,Subscriber,1971,1,11,2020
498,38:08.6,46:27.2,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.72165072,-74.04288411,33652,Subscriber,1996,1,11,2020
833,38:58.9,52:52.0,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,46536,Subscriber,1980,1,11,2020
658,40:43.3,51:42.2,3211,Newark Ave,40.72152515,-74.04630454,3192,Liberty Light Rail,40.7112423,-74.0557013,39227,Subscriber,1992,2,11,2020
854,42:22.4,56:37.0,3199,Newport Pkwy,40.7287448,-74.0321082,3483,Montgomery St,40.71942,-74.05099,45262,Customer,1988,1,11,2020
940,43:23.6,59:04.4,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,42396,Subscriber,1988,2,11,2020
935,43:24.7,59:00.4,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,44336,Subscriber,1984,1,11,2020
2575,43:53.6,26:48.8,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44403,Customer,1984,2,11,2020
306,48:08.7,53:14.7,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42439,Customer,1969,0,11,2020
4703,49:02.3,07:25.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42368,Customer,1969,0,11,2020
472,50:27.2,58:19.4,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,46465,Subscriber,1960,1,11,2020
834,51:55.5,05:49.8,3199,Newport Pkwy,40.7287448,-74.0321082,3483,Montgomery St,40.71942,-74.05099,42526,Customer,1986,1,11,2020
473,52:17.5,00:11.0,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,14639,Subscriber,1996,1,11,2020
101,57:00.0,58:41.2,3481,York St,40.71649,-74.04105,3185,City Hall,40.7177325,-74.043845,42582,Subscriber,1984,2,11,2020
1109,59:41.3,18:10.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3211,Newark Ave,40.72152515,-74.04630454,34217,Customer,1969,0,11,2020
1103,59:41.5,18:04.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3211,Newark Ave,40.72152515,-74.04630454,17424,Customer,1969,0,11,2020
685,00:13.4,11:38.4,3679,Bergen Ave,40.72210379,-74.071455,3213,Van Vorst Park,40.71848892,-74.04772663,42143,Subscriber,1995,2,11,2020
444,01:26.5,08:50.9,3481,York St,40.71649,-74.04105,3209,Brunswick St,40.7241765,-74.0506564,28610,Subscriber,1980,2,11,2020
1096,02:33.4,20:49.5,3187,Warren St,40.7211236,-74.03805095,3194,McGinley Square,40.72533993,-74.06762213,27453,Customer,1985,1,11,2020
1206,03:11.7,23:18.0,3269,Brunswick & 6th,40.72601173,-74.05038893,3185,City Hall,40.7177325,-74.043845,42133,Subscriber,1962,1,11,2020
365,06:19.0,12:24.0,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42439,Subscriber,1949,2,11,2020
265,08:54.3,13:20.1,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,39442,Subscriber,1989,1,11,2020
1087,09:10.9,27:18.5,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,35285,Subscriber,1984,1,11,2020
243,09:16.9,13:20.7,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,42331,Subscriber,1990,1,11,2020
1039,11:14.9,28:34.0,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.04772663,40174,Subscriber,1980,2,11,2020
775,13:27.7,26:22.7,3198,Heights Elevator,40.74871595,-74.0404433,3212,Christ Hospital,40.73478582,-74.05044364,35358,Subscriber,1991,1,11,2020
409,13:51.0,20:40.8,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,44380,Subscriber,1970,2,11,2020
94,16:53.8,18:28.4,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,21500,Subscriber,1996,1,11,2020
2274,17:45.4,55:40.2,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,42249,Subscriber,1981,2,11,2020
1874,17:55.8,49:10.5,3638,Washington St,40.7242941,-74.0354826,3205,JC Medical Center,40.71653978,-74.04963791,44336,Customer,1969,0,11,2020
615,18:34.9,28:50.7,3214,Essex Light Rail,40.7127742,-74.0364857,3211,Newark Ave,40.72152515,-74.04630454,46473,Subscriber,1976,2,11,2020
396,19:00.0,25:37.0,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,21500,Subscriber,1999,1,11,2020
1612,19:24.2,46:16.4,3267,Morris Canal,40.71241882,-74.03852552,3199,Newport Pkwy,40.7287448,-74.0321082,45264,Customer,1969,0,11,2020
669,21:21.2,32:30.9,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42371,Subscriber,1970,1,11,2020
1473,21:43.0,46:16.5,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,42452,Subscriber,1994,2,11,2020
722,22:29.5,34:32.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3681,Grand St,40.71517768,-74.03768331,44376,Subscriber,1986,2,11,2020
202,23:18.0,26:40.6,3211,Newark Ave,40.72152515,-74.04630454,3187,Warren St,40.7211236,-74.03805095,42788,Subscriber,1990,2,11,2020
2177,23:36.1,59:53.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42597,Customer,1969,0,11,2020
1838,23:43.4,54:21.8,3187,Warren St,40.7211236,-74.03805095,3272,Jersey & 3rd,40.72333159,-74.04595256,42546,Customer,1969,0,11,2020
2164,23:44.5,59:49.4,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,44424,Subscriber,1978,1,11,2020
1725,25:39.9,54:24.9,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42133,Subscriber,1962,1,11,2020
704,26:53.8,38:38.3,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,42361,Customer,1991,1,11,2020
344,27:36.1,33:20.3,3185,City Hall,40.7177325,-74.043845,3270,Jersey & 6th St,40.72528911,-74.04557168,42438,Subscriber,1987,1,11,2020
240,27:37.5,31:38.1,3185,City Hall,40.7177325,-74.043845,3275,Columbus Drive,40.7183552,-74.03891444,35285,Subscriber,1984,1,11,2020
242,27:40.5,31:42.8,3209,Brunswick St,40.7241765,-74.0506564,3273,Manila & 1st,40.72165072,-74.04288411,47029,Subscriber,1980,1,11,2020
619,28:39.6,38:58.6,3196,Riverview Park,40.7443187,-74.0439909,3209,Brunswick St,40.7241765,-74.0506564,40475,Customer,1994,1,11,2020
186,28:49.0,31:55.7,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,27453,Subscriber,1989,1,11,2020
1134,33:25.0,52:19.9,3199,Newport Pkwy,40.7287448,-74.0321082,3280,Astor Place,40.7192822,-74.07126188,42285,Subscriber,1993,1,11,2020
